 #apbc
 #BFSS matrix model
 #gauged theory
 #pure bosonic theory
 #naive lattice action
 #size of the gauge group: nmat=           3
 #size of the lattice: Nt=          32
 #Temperature=  0.20000000000000001     
 #g_alpha=   10000.000000000000     
 #g_R=   100.00000000000000     
 #RCUT=   4.2999999999999998     
 #(TrX^2 is constrained so that TrX^2 < RCUT)
 #ntau=           8
 #nratio=           3
 #dtau for xmat=   4.0000000000000001E-002
 #dtau for alpha=   4.0000000000000001E-002
 #CG stopping condition: relative error=   1.0000000000000000E-010
 #CG stopping condition: maximum CG iteration=        1000
 #upper limit of remez approximation (Largest eigenvalue of D^dag*D must be smaller than this):   1000.0000000000000     
 #init=           1
 #(init; 0 -> old config, 1 -> new config, 2-> fuzzy sphere)
 #imetropolis=           0
 #(imetropolis=1 -> no Metropolis test,just for thermalization)
 #output configuration:conN4S4T20M10_apbc_1.dat                                                                            
 #iaccelerate=           1
 #(iaccelerate; 0 -> read from acc_input, 1-> naive)
 #Fourier acceleration file obtained from this run:acc_N4S4T20M10_apbc_1.dat                                                                           
 #log of the CG solver is saved in:CG_N4S4T20M10_apbc_1.dat                                                                            
 # traj,ham_fin-ham_init, number of constraint violation,number of CG-err,CG-iteration,energy, |Pol.|, trX^2, tr[X,Y]^2,acceptance
 #-----------------------------------------------
       1       0.3154487       0.3076049       0.3008426       0.2941992       0.2889237       0.2851912       0.2826543       0.2799405       0.2779091       0.2774483       0.2788445       0.2796245       0.2807978       0.2814596       0.2810085       0.2805494
       2       1.1928577       1.1607629       1.1326196       1.1029733       1.0784447       1.0634331       1.0501816       1.0412114       1.0369777       1.0354543       1.0351407       1.0334395       1.0335473       1.0278856       1.0258360       1.0246312
       3       2.0720231       1.9911247       1.9118869       1.8280893       1.7559627       1.6979967       1.6569881       1.6353437       1.6197977       1.6176878       1.6260061       1.6409373       1.6683542       1.6912152       1.7062390       1.7103931
       4       2.2349838       2.1589185       2.1057754       2.0570154       2.0236774       1.9965412       1.9704099       1.9562441       1.9429544       1.9271267       1.9108865       1.8973324       1.9047558       1.9162104       1.9193596       1.9200559
       5       2.6242785       2.5155530       2.4521468       2.3837383       2.3226565       2.2853945       2.2516353       2.2336131       2.2187722       2.1946135       2.1651766       2.1498452       2.1692680       2.1970883       2.2084544       2.2091761
       6       2.8961567       2.7800709       2.7222566       2.6661066       2.6319020       2.5935313       2.5460959       2.5103351       2.4708470       2.4336401       2.4002436       2.3734291       2.3766889       2.3789241       2.3826501       2.3945685
       7       3.2968907       3.1322024       3.0172058       2.9078568       2.8411450       2.7979283       2.7409959       2.6836567       2.6155291       2.5529967       2.5460277       2.5528612       2.5684750       2.5919762       2.5980265       2.6018286
       8       4.0068595       3.7912324       3.6225724       3.4676227       3.3858855       3.3393293       3.2619821       3.1824949       3.0992992       3.0362899       3.0371045       3.0621830       3.0991541       3.1711440       3.2103615       3.2119097
       9       4.5160133       4.3289680       4.1813641       4.0784160       4.0046649       3.9578578       3.8893842       3.8139610       3.7696273       3.7326687       3.7032406       3.6725514       3.6614377       3.6515709       3.6252506       3.5948065
      10       4.1686382       3.9750345       3.8491454       3.7502712       3.6820654       3.6576659       3.6325201       3.6225951       3.6216221       3.5907670       3.5571554       3.5042154       3.4620019       3.4407580       3.4147238       3.3814271
