#1:ConfigNumber 2:X2 3:PL 3:BBE NUMCOLORS 3
500 5.9672 5.73643 5.56614 5.53069 5.49872 5.51061 5.48897 5.45394 5.44261 5.5014 5.53948 5.49058 5.51704 5.44342 5.45695 5.37998 5.45695 5.44342 5.51704 5.49058 5.53948 5.5014 5.44261 5.45394 5.48897 5.51061 5.49872 5.53069 5.56614 5.73643 5.9672 6.97072 
501 6.10333 5.81411 5.70455 5.60841 5.5875 5.56355 5.57901 5.58094 5.63497 5.65089 5.65943 5.61705 5.55739 5.44779 5.48585 5.53593 5.48585 5.44779 5.55739 5.61705 5.65943 5.65089 5.63497 5.58094 5.57901 5.56355 5.5875 5.60841 5.70455 5.81411 6.10333 7.02751 
502 5.95053 5.73783 5.58871 5.5429 5.50177 5.45232 5.42836 5.45685 5.49145 5.42669 5.44738 5.45081 5.36704 5.37979 5.35883 5.41856 5.35883 5.37979 5.36704 5.45081 5.44738 5.42669 5.49145 5.45685 5.42836 5.45232 5.50177 5.5429 5.58871 5.73783 5.95053 6.95838 
503 6.03839 5.74212 5.61037 5.51939 5.50587 5.52454 5.50774 5.46133 5.5204 5.5 5.46243 5.47412 5.44168 5.40034 5.39033 5.41433 5.39033 5.40034 5.44168 5.47412 5.46243 5.5 5.5204 5.46133 5.50774 5.52454 5.50587 5.51939 5.61037 5.74212 6.03839 6.99112 
504 6.02085 5.70071 5.58675 5.51701 5.46373 5.42333 5.40706 5.41746 5.43744 5.41704 5.3533 5.31736 5.35097 5.37772 5.38052 5.3432 5.38052 5.37772 5.35097 5.31736 5.3533 5.41704 5.43744 5.41746 5.40706 5.42333 5.46373 5.51701 5.58675 5.70071 6.02085 6.97492 
505 5.8196 5.54755 5.45284 5.42446 5.36741 5.28602 5.28163 5.2898 5.28543 5.23516 5.17921 5.14128 5.15332 5.20669 5.17835 5.11596 5.17835 5.20669 5.15332 5.14128 5.17921 5.23516 5.28543 5.2898 5.28163 5.28602 5.36741 5.42446 5.45284 5.54755 5.8196 6.87363 
506 5.75092 5.47769 5.33382 5.35217 5.27919 5.1767 5.17051 5.22294 5.20984 5.16109 5.09038 5.07371 5.09688 5.18324 5.13181 5.1211 5.13181 5.18324 5.09688 5.07371 5.09038 5.16109 5.20984 5.22294 5.17051 5.1767 5.27919 5.35217 5.33382 5.47769 5.75092 6.80027 
507 5.69528 5.48092 5.38745 5.27472 5.18287 5.13972 5.14642 5.12099 5.11036 5.05451 5.10261 5.13792 5.14032 5.21845 5.26487 5.31126 5.26487 5.21845 5.14032 5.13792 5.10261 5.05451 5.11036 5.12099 5.14642 5.13972 5.18287 5.27472 5.38745 5.48092 5.69528 6.80729 
508 5.53856 5.33808 5.2052 5.11386 5.10617 5.068 5.07044 5.06665 5.04136 5.03865 5.03519 5.03328 5.04851 5.06055 5.09161 5.08284 5.09161 5.06055 5.04851 5.03328 5.03519 5.03865 5.04136 5.06665 5.07044 5.068 5.10617 5.11386 5.2052 5.33808 5.53856 6.69932 
509 5.56795 5.40306 5.30463 5.20912 5.23006 5.19021 5.1144 5.17575 5.11477 5.18769 5.1832 5.18191 5.12723 5.15977 5.17285 5.21294 5.17285 5.15977 5.12723 5.18191 5.1832 5.18769 5.11477 5.17575 5.1144 5.19021 5.23006 5.20912 5.30463 5.40306 5.56795 6.78593 
510 5.71539 5.53777 5.36672 5.2922 5.30137 5.21432 5.2194 5.23581 5.21507 5.18881 5.17598 5.17348 5.2301 5.25063 5.27356 5.29643 5.27356 5.25063 5.2301 5.17348 5.17598 5.18881 5.21507 5.23581 5.2194 5.21432 5.30137 5.2922 5.36672 5.53777 5.71539 6.85051 
511 5.70275 5.53905 5.43624 5.36948 5.32092 5.22947 5.24329 5.24774 5.23389 5.29223 5.25638 5.24483 5.29301 5.27372 5.24905 5.29975 5.24905 5.27372 5.29301 5.24483 5.25638 5.29223 5.23389 5.24774 5.24329 5.22947 5.32092 5.36948 5.43624 5.53905 5.70275 6.88135 
512 5.92874 5.6964 5.59683 5.52766 5.46703 5.37158 5.39975 5.4298 5.41119 5.43616 5.47016 5.4728 5.47581 5.4608 5.42102 5.46815 5.42102 5.4608 5.47581 5.4728 5.47016 5.43616 5.41119 5.4298 5.39975 5.37158 5.46703 5.52766 5.59683 5.6964 5.92874 6.9963 
513 6.14865 5.89024 5.78575 5.71199 5.6576 5.59736 5.64108 5.57483 5.56677 5.66138 5.65782 5.61304 5.60316 5.60597 5.62323 5.55637 5.62323 5.60597 5.60316 5.61304 5.65782 5.66138 5.56677 5.57483 5.64108 5.59736 5.6576 5.71199 5.78575 5.89024 6.14865 7.11879 
514 5.98458 5.76605 5.63825 5.58293 5.50468 5.47085 5.47139 5.42589 5.43608 5.45354 5.44431 5.43802 5.40699 5.37882 5.39025 5.42399 5.39025 5.37882 5.40699 5.43802 5.44431 5.45354 5.43608 5.42589 5.47139 5.47085 5.50468 5.58293 5.63825 5.76605 5.98458 7.01281 
515 5.83658 5.60798 5.54782 5.45909 5.38576 5.30144 5.31254 5.30687 5.28877 5.30021 5.34788 5.34958 5.30069 5.30689 5.34726 5.41447 5.34726 5.30689 5.30069 5.34958 5.34788 5.30021 5.28877 5.30687 5.31254 5.30144 5.38576 5.45909 5.54782 5.60798 5.83658 6.91897 
516 5.95809 5.69055 5.63779 5.62205 5.54905 5.43572 5.47721 5.52043 5.44924 5.3979 5.44753 5.48947 5.49726 5.48649 5.4781 5.50134 5.4781 5.48649 5.49726 5.48947 5.44753 5.3979 5.44924 5.52043 5.47721 5.43572 5.54905 5.62205 5.63779 5.69055 5.95809 7.01276 
517 5.73892 5.51435 5.419 5.4304 5.42253 5.32715 5.31906 5.32342 5.30862 5.29676 5.3132 5.34171 5.35754 5.35895 5.35732 5.33906 5.35732 5.35895 5.35754 5.34171 5.3132 5.29676 5.30862 5.32342 5.31906 5.32715 5.42253 5.4304 5.419 5.51435 5.73892 6.90477 
518 6.11219 5.90078 5.78197 5.65632 5.69282 5.61284 5.61927 5.64531 5.59946 5.64826 5.67715 5.71291 5.72642 5.70162 5.66382 5.67036 5.66382 5.70162 5.72642 5.71291 5.67715 5.64826 5.59946 5.64531 5.61927 5.61284 5.69282 5.65632 5.78197 5.90078 6.11219 7.10439 
519 5.87707 5.65976 5.51326 5.43294 5.40149 5.34851 5.36203 5.41076 5.43048 5.41656 5.41765 5.44877 5.48222 5.48822 5.46869 5.48017 5.46869 5.48822 5.48222 5.44877 5.41765 5.41656 5.43048 5.41076 5.36203 5.34851 5.40149 5.43294 5.51326 5.65976 5.87707 6.95795 
520 5.85733 5.61016 5.47069 5.47547 5.40194 5.35404 5.25852 5.27308 5.2989 5.38087 5.44688 5.44365 5.43795 5.44354 5.46794 5.50646 5.46794 5.44354 5.43795 5.44365 5.44688 5.38087 5.2989 5.27308 5.25852 5.35404 5.40194 5.47547 5.47069 5.61016 5.85733 6.93895 
521 6.10143 5.88722 5.7224 5.71049 5.65543 5.62632 5.51977 5.55111 5.58296 5.68171 5.69007 5.78154 5.70553 5.72576 5.66547 5.7597 5.66547 5.72576 5.70553 5.78154 5.69007 5.68171 5.58296 5.55111 5.51977 5.62632 5.65543 5.71049 5.7224 5.88722 6.10143 7.09478 
522 6.14378 5.9479 5.80178 5.8212 5.78214 5.7191 5.70285 5.7063 5.76263 5.77551 5.83717 5.85373 5.80347 5.79785 5.76453 5.77627 5.76453 5.79785 5.80347 5.85373 5.83717 5.77551 5.76263 5.7063 5.70285 5.7191 5.78214 5.8212 5.80178 5.9479 6.14378 7.14745 
523 5.96685 5.74608 5.66571 5.61849 5.64433 5.59755 5.59063 5.6504 5.68525 5.67367 5.67814 5.69663 5.6854 5.66657 5.67973 5.70182 5.67973 5.66657 5.6854 5.69663 5.67814 5.67367 5.68525 5.6504 5.59063 5.59755 5.64433 5.61849 5.66571 5.74608 5.96685 7.05192 
524 6.11937 5.89576 5.78725 5.74883 5.72444 5.67934 5.68113 5.73049 5.70359 5.77216 5.83174 5.77744 5.79628 5.7887 5.80626 5.84712 5.80626 5.7887 5.79628 5.77744 5.83174 5.77216 5.70359 5.73049 5.68113 5.67934 5.72444 5.74883 5.78725 5.89576 6.11937 7.1417 
525 5.92207 5.70097 5.62722 5.5975 5.56607 5.52256 5.5445 5.54117 5.56752 5.62349 5.66719 5.63447 5.57159 5.51607 5.5917 5.62256 5.5917 5.51607 5.57159 5.63447 5.66719 5.62349 5.56752 5.54117 5.5445 5.52256 5.56607 5.5975 5.62722 5.70097 5.92207 7.05733 
526 5.95998 5.72093 5.57989 5.56063 5.57406 5.52743 5.54111 5.50403 5.49883 5.53087 5.59745 5.63336 5.58087 5.51274 5.54211 5.66963 5.54211 5.51274 5.58087 5.63336 5.59745 5.53087 5.49883 5.50403 5.54111 5.52743 5.57406 5.56063 5.57989 5.72093 5.95998 7.0669 
527 5.90108 5.6828 5.54752 5.45219 5.46403 5.4158 5.41246 5.46487 5.37942 5.44473 5.51011 5.4688 5.46629 5.39122 5.41614 5.52448 5.41614 5.39122 5.46629 5.4688 5.51011 5.44473 5.37942 5.46487 5.41246 5.4158 5.46403 5.45219 5.54752 5.6828 5.90108 6.99716 
528 5.97805 5.69843 5.50835 5.44983 5.47137 5.44825 5.44967 5.48106 5.43872 5.4845 5.54587 5.54299 5.39853 5.40475 5.4899 5.53868 5.4899 5.40475 5.39853 5.54299 5.54587 5.4845 5.43872 5.48106 5.44967 5.44825 5.47137 5.44983 5.50835 5.69843 5.97805 7.00893 
529 5.90331 5.69476 5.54863 5.45105 5.42518 5.46436 5.39099 5.38008 5.39963 5.38906 5.45769 5.45944 5.33703 5.39384 5.36993 5.4076 5.36993 5.39384 5.33703 5.45944 5.45769 5.38906 5.39963 5.38008 5.39099 5.46436 5.42518 5.45105 5.54863 5.69476 5.90331 6.97437 
530 5.99478 5.77918 5.61345 5.5605 5.54135 5.57471 5.49467 5.44546 5.44359 5.4636 5.51563 5.51395 5.43619 5.42915 5.4268 5.46096 5.4268 5.42915 5.43619 5.51395 5.51563 5.4636 5.44359 5.44546 5.49467 5.57471 5.54135 5.5605 5.61345 5.77918 5.99478 7.00576 
531 5.72973 5.51826 5.33782 5.35715 5.35895 5.34034 5.28096 5.19583 5.22075 5.26222 5.2536 5.24048 5.17311 5.19498 5.22717 5.21786 5.22717 5.19498 5.17311 5.24048 5.2536 5.26222 5.22075 5.19583 5.28096 5.34034 5.35895 5.35715 5.33782 5.51826 5.72973 6.8759 
