#1:ConfigNumber 2:X2 3:PL 3:BBE NUMCOLORS 3
500 7.4416 7.08617 6.81484 6.62987 6.66969 6.58475 6.5562 6.60038 6.6746 6.70493 6.71533 6.66003 6.73148 6.85958 6.83627 6.78958 6.83627 6.85958 6.73148 6.66003 6.71533 6.70493 6.6746 6.60038 6.5562 6.58475 6.66969 6.62987 6.81484 7.08617 7.4416 7.74429 
501 7.41067 7.06934 6.82898 6.64332 6.66199 6.66894 6.64629 6.65321 6.70363 6.67076 6.66743 6.63388 6.74218 6.83521 6.82202 6.81471 6.82202 6.83521 6.74218 6.63388 6.66743 6.67076 6.70363 6.65321 6.64629 6.66894 6.66199 6.64332 6.82898 7.06934 7.41067 7.73283 
502 7.6693 7.2682 6.94713 6.8542 6.88474 6.98233 6.93472 6.92588 6.86967 6.79463 6.80153 6.84044 6.92196 7.0276 7.01661 7.07685 7.01661 7.0276 6.92196 6.84044 6.80153 6.79463 6.86967 6.92588 6.93472 6.98233 6.88474 6.8542 6.94713 7.2682 7.6693 7.85657 
503 7.73606 7.24458 7.0187 6.8027 6.81706 6.90567 6.84898 6.84888 6.75586 6.66138 6.77037 6.86926 6.87713 6.94846 6.91606 6.89278 6.91606 6.94846 6.87713 6.86926 6.77037 6.66138 6.75586 6.84888 6.84898 6.90567 6.81706 6.8027 7.0187 7.24458 7.73606 7.82467 
504 7.43912 6.90746 6.75478 6.5567 6.57146 6.69558 6.64772 6.55531 6.48107 6.33273 6.49181 6.6683 6.66363 6.68953 6.66595 6.6159 6.66595 6.68953 6.66363 6.6683 6.49181 6.33273 6.48107 6.55531 6.64772 6.69558 6.57146 6.5567 6.75478 6.90746 7.43912 7.66769 
505 7.5796 7.09971 6.8844 6.73666 6.75168 6.91228 6.88835 6.71405 6.57987 6.49405 6.58889 6.70525 6.70886 6.74818 6.75538 6.7412 6.75538 6.74818 6.70886 6.70525 6.58889 6.49405 6.57987 6.71405 6.88835 6.91228 6.75168 6.73666 6.8844 7.09971 7.5796 7.74409 
506 7.31044 6.90532 6.74512 6.5362 6.53386 6.66991 6.63357 6.41081 6.36875 6.29452 6.36272 6.55245 6.5508 6.57724 6.61802 6.61466 6.61802 6.57724 6.5508 6.55245 6.36272 6.29452 6.36875 6.41081 6.63357 6.66991 6.53386 6.5362 6.74512 6.90532 7.31044 7.62742 
507 7.20836 6.7637 6.51198 6.41337 6.43519 6.55274 6.55959 6.37315 6.1829 6.12157 6.24998 6.43704 6.46936 6.49727 6.44127 6.41505 6.44127 6.49727 6.46936 6.43704 6.24998 6.12157 6.1829 6.37315 6.55959 6.55274 6.43519 6.41337 6.51198 6.7637 7.20836 7.55451 
508 7.22895 6.80979 6.58788 6.49329 6.40884 6.46984 6.58153 6.38644 6.272 6.23056 6.37372 6.37078 6.45915 6.58548 6.49732 6.37714 6.49732 6.58548 6.45915 6.37078 6.37372 6.23056 6.272 6.38644 6.58153 6.46984 6.40884 6.49329 6.58788 6.80979 7.22895 7.58547 
509 7.3591 6.96291 6.71079 6.64468 6.53666 6.62656 6.73455 6.57235 6.43709 6.43585 6.59651 6.59739 6.68635 6.73673 6.70574 6.58481 6.70574 6.73673 6.68635 6.59739 6.59651 6.43585 6.43709 6.57235 6.73455 6.62656 6.53666 6.64468 6.71079 6.96291 7.3591 7.63781 
