#1:ConfigNumber 2:X2 3:PL 3:BBE NUMCOLORS 3
500 8.0155 7.57388 7.49016 7.31703 7.35324 7.53105 7.71195 7.45861 7.71195 7.53105 7.35324 7.31703 7.49016 7.57388 8.0155 8.20927 
501 8.64204 8.18486 7.98168 7.71635 7.82902 7.92308 8.0935 8.01961 8.0935 7.92308 7.82902 7.71635 7.98168 8.18486 8.64204 8.44449 
502 8.77924 8.4126 8.13129 7.96121 8.11331 8.22317 8.4834 8.43548 8.4834 8.22317 8.11331 7.96121 8.13129 8.4126 8.77924 8.55841 
503 9.03552 8.32009 8.12413 7.80358 7.93475 8.36447 8.61248 8.54688 8.61248 8.36447 7.93475 7.80358 8.12413 8.32009 9.03552 8.57483 
504 9.35404 8.59391 8.33908 8.25693 8.2136 8.54154 8.88374 8.86304 8.88374 8.54154 8.2136 8.25693 8.33908 8.59391 9.35404 8.70132 
505 8.75314 8.10739 7.85388 7.79443 7.6631 7.8714 8.14916 8.09942 8.14916 7.8714 7.6631 7.79443 7.85388 8.10739 8.75314 8.42012 
506 8.05478 7.555 7.49198 7.38418 7.35227 7.55463 7.84445 7.69298 7.84445 7.55463 7.35227 7.38418 7.49198 7.555 8.05478 8.17639 
507 8.45225 8.02464 7.98604 7.63248 7.87527 7.91333 8.21809 8.20633 8.21809 7.91333 7.87527 7.63248 7.98604 8.02464 8.45225 8.37093 
508 8.78781 8.39544 8.15044 7.89045 8.13912 8.01426 8.22992 8.23304 8.22992 8.01426 8.13912 7.89045 8.15044 8.39544 8.78781 8.44837 
509 9.47722 9.0671 8.79998 8.43531 8.75172 8.58898 8.88202 8.97147 8.88202 8.58898 8.75172 8.43531 8.79998 9.0671 9.47722 8.83559 
510 9.66735 9.15725 8.92451 8.6492 8.86657 8.75409 9.07983 8.87963 9.07983 8.75409 8.86657 8.6492 8.92451 9.15725 9.66735 8.8746 
511 9.27073 8.82578 8.63292 8.36961 8.61524 8.67885 8.74204 8.43019 8.74204 8.67885 8.61524 8.36961 8.63292 8.82578 9.27073 8.68465 
512 9.56753 8.93855 8.75672 8.44336 8.74016 8.90286 8.98243 8.40099 8.98243 8.90286 8.74016 8.44336 8.75672 8.93855 9.56753 8.77187 
513 9.79977 9.08862 8.85779 8.70983 8.95684 9.01852 9.0376 8.55374 9.0376 9.01852 8.95684 8.70983 8.85779 9.08862 9.79977 8.81971 
514 9.33179 8.70397 8.52259 8.18207 8.6707 8.673 8.62535 8.38181 8.62535 8.673 8.6707 8.18207 8.52259 8.70397 9.33179 8.60056 
515 9.58632 8.98756 8.56524 8.65214 9.19713 8.98884 8.99333 8.64019 8.99333 8.98884 9.19713 8.65214 8.56524 8.98756 9.58632 8.78328 
516 9.53393 8.89168 8.6569 8.67317 9.27674 8.99462 8.82904 8.81075 8.82904 8.99462 9.27674 8.67317 8.6569 8.89168 9.53393 8.77815 
517 9.93196 9.31591 9.21131 9.40404 9.85516 9.43073 9.28296 9.02152 9.28296 9.43073 9.85516 9.40404 9.21131 9.31591 9.93196 9.02554 
518 9.3985 8.68905 8.64984 8.52385 8.92662 8.84886 8.62142 8.25525 8.62142 8.84886 8.92662 8.52385 8.64984 8.68905 9.3985 8.74315 
519 9.60682 9.03445 8.9205 8.90064 9.42322 9.3371 9.00332 8.49484 9.00332 9.3371 9.42322 8.90064 8.9205 9.03445 9.60682 8.94624 
520 9.54469 8.78277 8.53589 8.77107 9.33431 9.31201 8.69325 8.28269 8.69325 9.31201 9.33431 8.77107 8.53589 8.78277 9.54469 8.89812 
521 9.19863 8.44911 8.29503 8.48782 8.97847 8.95841 8.4542 8.02334 8.4542 8.95841 8.97847 8.48782 8.29503 8.44911 9.19863 8.72662 
522 9.4905 8.42691 8.13695 8.42089 8.98513 9.18405 8.69996 7.96084 8.69996 9.18405 8.98513 8.42089 8.13695 8.42691 9.4905 8.80276 
523 9.47139 8.2401 7.77764 8.07331 8.49944 8.87792 8.60162 7.97878 8.60162 8.87792 8.49944 8.07331 7.77764 8.2401 9.47139 8.6748 
524 10.4564 9.16215 8.64335 8.9652 9.2586 9.63809 9.40113 9.10124 9.40113 9.63809 9.2586 8.9652 8.64335 9.16215 10.4564 9.12293 
525 10.3662 9.09076 8.72076 8.96463 9.27389 9.64392 9.49873 9.1335 9.49873 9.64392 9.27389 8.96463 8.72076 9.09076 10.3662 9.14721 
526 10.1588 8.95475 8.58354 8.57619 9.06228 9.38134 9.40264 9.22529 9.40264 9.38134 9.06228 8.57619 8.58354 8.95475 10.1588 9.0459 
527 10.0032 8.95599 8.46339 8.61773 9.05894 9.28804 9.34279 9.28081 9.34279 9.28804 9.05894 8.61773 8.46339 8.95599 10.0032 8.95591 
528 10.4062 9.49981 8.85596 8.99892 9.31417 9.5273 9.64876 9.53283 9.64876 9.5273 9.31417 8.99892 8.85596 9.49981 10.4062 9.09831 
529 11.2381 10.0726 9.34327 9.63318 9.97112 10.3379 10.2264 10.4282 10.2264 10.3379 9.97112 9.63318 9.34327 10.0726 11.2381 9.42514 
530 11.8517 10.634 9.66135 9.85754 10.2104 10.7108 11.048 11.1716 11.048 10.7108 10.2104 9.85754 9.66135 10.634 11.8517 9.62188 
531 11.4956 10.6077 9.75488 9.76938 10.0843 10.449 10.8402 10.9781 10.8402 10.449 10.0843 9.76938 9.75488 10.6077 11.4956 9.52922 
532 11.8055 10.7284 9.8244 9.85103 10.0711 10.5496 11.0401 11.0871 11.0401 10.5496 10.0711 9.85103 9.8244 10.7284 11.8055 9.5323 
533 11.5665 10.5778 9.72383 9.74572 9.95243 10.4269 11.008 11.2911 11.008 10.4269 9.95243 9.74572 9.72383 10.5778 11.5665 9.41518 
534 11.0578 9.9078 9.14808 9.22685 9.50098 10.0482 10.4209 10.6198 10.4209 10.0482 9.50098 9.22685 9.14808 9.9078 11.0578 9.21815 
535 10.8131 9.79478 9.02755 9.09249 9.33847 9.86677 9.98783 10.0695 9.98783 9.86677 9.33847 9.09249 9.02755 9.79478 10.8131 9.13535 
536 10.3696 9.32549 8.786 8.75744 8.96493 9.43062 9.47965 9.34544 9.47965 9.43062 8.96493 8.75744 8.786 9.32549 10.3696 8.94651 
537 10.9442 9.86402 9.30665 9.25572 9.56139 9.99877 10.0247 10.0818 10.0247 9.99877 9.56139 9.25572 9.30665 9.86402 10.9442 9.20389 
538 11.13 10.0525 9.61676 9.61555 9.83992 10.2646 10.2704 10.095 10.2704 10.2646 9.83992 9.61555 9.61676 10.0525 11.13 9.33903 
539 11.2104 10.1244 9.72474 9.6858 9.80715 10.365 10.4687 10.0658 10.4687 10.365 9.80715 9.6858 9.72474 10.1244 11.2104 9.3334 
540 11.6288 10.5081 10.0575 10.4119 10.4619 10.8813 10.6847 10.2394 10.6847 10.8813 10.4619 10.4119 10.0575 10.5081 11.6288 9.55634 
541 11.4179 10.1902 9.67506 10.0462 9.91271 10.3018 10.279 10.2397 10.279 10.3018 9.91271 10.0462 9.67506 10.1902 11.4179 9.37657 
542 11.0921 9.71382 9.29258 9.43714 9.53553 10.0159 10.08 9.98124 10.08 10.0159 9.53553 9.43714 9.29258 9.71382 11.0921 9.22107 
543 11.3173 10.1491 9.8305 10.0081 10.114 10.4163 10.4759 10.3973 10.4759 10.4163 10.114 10.0081 9.8305 10.1491 11.3173 9.37879 
544 11.2701 10.3523 10.0162 10.1547 10.0526 10.4793 10.54 10.441 10.54 10.4793 10.0526 10.1547 10.0162 10.3523 11.2701 9.39346 
545 12.278 11.4319 11.0528 11.0204 11.0236 11.2217 11.3082 11.1378 11.3082 11.2217 11.0236 11.0204 11.0528 11.4319 12.278 9.78196 
546 11.8726 10.8738 10.378 10.4475 10.6277 10.7739 10.872 10.6991 10.872 10.7739 10.6277 10.4475 10.378 10.8738 11.8726 9.59865 
547 12.3972 11.3566 10.5854 10.4645 10.999 11.2286 11.2062 11.1523 11.2062 11.2286 10.999 10.4645 10.5854 11.3566 12.3972 9.72277 
548 12.325 11.1359 10.3408 10.3803 10.7766 10.9034 10.931 10.8112 10.931 10.9034 10.7766 10.3803 10.3408 11.1359 12.325 9.55605 
549 12.5031 11.3882 10.7731 10.5842 10.9892 11.1696 11.292 11.1208 11.292 11.1696 10.9892 10.5842 10.7731 11.3882 12.5031 9.61535 
550 12.3863 11.04 10.4641 10.4611 10.9025 11.2015 11.1374 10.8663 11.1374 11.2015 10.9025 10.4611 10.4641 11.04 12.3863 9.5905 
551 13.4234 11.5981 10.8307 10.719 11.2646 11.6345 11.6913 11.4281 11.6913 11.6345 11.2646 10.719 10.8307 11.5981 13.4234 9.73244 
552 13.469 11.4062 10.4146 10.4643 11.2814 11.736 11.8106 11.6819 11.8106 11.736 11.2814 10.4643 10.4146 11.4062 13.469 9.70995 
553 12.7843 10.8444 9.68079 9.63006 10.4774 11.1271 11.4269 11.4507 11.4269 11.1271 10.4774 9.63006 9.68079 10.8444 12.7843 9.41091 
554 12.4801 11.0558 10.0274 9.80192 10.4359 11.0727 11.2382 11.2181 11.2382 11.0727 10.4359 9.80192 10.0274 11.0558 12.4801 9.46775 
555 12.6101 11.328 10.1918 10.1166 10.5214 11.2829 11.4285 11.2713 11.4285 11.2829 10.5214 10.1166 10.1918 11.328 12.6101 9.45641 
556 12.4167 11.3507 10.3934 9.98332 10.4103 11.0277 11.1715 11.3128 11.1715 11.0277 10.4103 9.98332 10.3934 11.3507 12.4167 9.52268 
557 12.2396 11.2424 10.0379 9.86708 9.89276 10.8271 11.0506 11.4079 11.0506 10.8271 9.89276 9.86708 10.0379 11.2424 12.2396 9.47569 
